"intra_sim","lwr","upr"
0.766541645083421,0.748526966924946,0.784556323241896
0.805922921435305,0.790432835161564,0.821413007709045
0.980151067051566,0.978280100732851,0.982022033370281
0.978007925242861,0.976260172157866,0.979755678327856
0.884284750844487,0.873419107120378,0.895150394568596
0.826559368684379,0.81351435392124,0.839604383447519
0.891406556816364,0.881906039058214,0.900907074574513
0.902524108401756,0.893991304018681,0.91105691278483
0.867514631297565,0.857953492731411,0.87707576986372
0.856624177327769,0.847255606284796,0.865992748370743
0.798989708087491,0.788379423117221,0.809599993057761
0.865651015342348,0.857204285649845,0.87409774503485
0.862143258699112,0.853878506182738,0.870408011215487
0.869293755843709,0.860666250991091,0.877921260696327
0.862569983357315,0.85399726040032,0.87114270631431
0.870444655838826,0.862136299357073,0.878753012320579
0.616205156108691,0.605267867864528,0.627142444352854
0.819712776554375,0.809742159403201,0.829683393705549
0.818741216098881,0.809099168179702,0.828383264018059
0.717708919090896,0.707166523553859,0.728251314627933
0.656632725115796,0.646378936404292,0.666886513827299
0.573331234921343,0.563696196173358,0.582966273669327
0.638094117610089,0.627706054818345,0.648482180401833
0.743256853852395,0.732503369393539,0.754010338311252
0.810559864250799,0.801154201130694,0.819965527370905
0.82212504645814,0.813402077819522,0.830848015096757
0.82189038609585,0.813315914080169,0.830464858111531
0.881763180271871,0.875855381516479,0.887670979027262
0.868105121206245,0.861564907211483,0.874645335201007
0.885964801659432,0.880419002097762,0.891510601221102
0.864751782914582,0.858592655238823,0.870910910590342
0.784343103298555,0.776480067541482,0.792206139055627
0.824061818335432,0.81682772064373,0.831295916027134
0.760713504734739,0.752525232748236,0.768901776721242
0.874817128100409,0.869276926110381,0.880357330090436
0.840284595163627,0.833272587162025,0.847296603165228
0.845565615413895,0.83884739833091,0.85228383249688
0.837033976769735,0.830139454169514,0.843928499369955
0.843010733842349,0.835993697602285,0.850027770082414
0.787972725091389,0.78047208257797,0.795473367604808
0.797805084534131,0.790349974856172,0.805260194212089
0.794528464422595,0.786953647654081,0.802103281191109
0.817263600102951,0.810364026109755,0.824163174096146
0.836120913918019,0.82988053198206,0.842361295853979
0.851714854759919,0.84594340786604,0.857486301653798
0.87337563489616,0.868063145050098,0.878688124742222
0.851949342262324,0.846238175660017,0.857660508864632
0.852217787711913,0.846604461537118,0.857831113886708
0.852279428252722,0.846611255455333,0.857947601050111
0.850704512211022,0.844898174058156,0.856510850363888
0.86149098971721,0.85611411873068,0.86686786070374
0.870634604658154,0.865680984050218,0.875588225266091
0.871960994471937,0.866811165330749,0.877110823613126
0.873295499057438,0.868369109803881,0.878221888310995
0.856583124582715,0.851037669022798,0.862128580142632
0.869370430696413,0.864281935826619,0.874458925566207
0.871290212343696,0.866320557740426,0.876259866946966
0.873584137075767,0.868782906645637,0.878385367505897
0.872827482891205,0.867887608166763,0.877767357615647
0.879627053876074,0.874956940597488,0.884297167154659
0.882109828471421,0.877474859980721,0.886744796962122
0.882812414389659,0.878383795156771,0.887241033622547
0.885226156894868,0.88085606819785,0.889596245591887
0.882844705308505,0.87840159314036,0.88728781747665
0.875824638226348,0.870674767272706,0.88097450917999
0.883693318772389,0.879279091862386,0.888107545682392
0.884405032354413,0.879785175761298,0.889024888947528
0.880241781477109,0.875680674989237,0.884802887964981
0.885921194583842,0.881457868779113,0.890384520388572
0.884572742907582,0.880018795169021,0.889126690646143
0.879218269217672,0.874393677754964,0.884042860680379
0.89085597479423,0.886453352127853,0.895258597460607
0.886970615168685,0.882394202681162,0.891547027656208
0.876673079150437,0.871840151195428,0.881506007105446
0.88358281101856,0.878997374609851,0.88816824742727
0.877245856911877,0.872212670928079,0.882279042895676
0.88615984151998,0.881633985036509,0.890685698003451
0.874977056131164,0.870064657827087,0.879889454435241
0.882834607220298,0.878336470483387,0.88733274395721
0.881822450114451,0.877253548930967,0.886391351297935
0.882183944095652,0.877613306635433,0.886754581555872
0.87648066770375,0.871565704205722,0.881395631201778
0.838590421593972,0.832064707547652,0.845116135640292
0.872170658907788,0.867151912733839,0.877189405081738
0.876439585181635,0.871654569562304,0.881224600800966
0.888228218130255,0.883884044397226,0.892572391863284
0.881488401470237,0.87686662555502,0.886110177385454
0.8809914906364,0.876392669700966,0.885590311571833
0.882673459953279,0.878055441170144,0.887291478736413
0.883790064710761,0.879163071068593,0.88841705835293
0.880601304699665,0.875925121256471,0.885277488142858
0.887452605604264,0.882859137975853,0.892046073232676
0.849042554811035,0.842174387483804,0.855910722138266
0.882346106680313,0.877428917870992,0.887263295489633
0.885841738952075,0.881168831135665,0.890514646768485
