"intra_sim","lwr","upr"
0.36169871037846,0.350434055109971,0.372963365646949
0.394546537631725,0.382910257960601,0.406182817302848
0.381393506977332,0.368304496112627,0.394482517842037
0.41248834804218,0.399613421920344,0.425363274164016
0.443147600503019,0.4311707507998,0.455124450206238
0.4587420112095,0.447258034215938,0.470225988203063
0.443053835912139,0.430598512025556,0.455509159798722
0.469539557388123,0.457453093943983,0.481626020832264
0.479089385857043,0.467529960316227,0.490648811397858
0.486766839201684,0.475520054939206,0.498013623464162
0.519719618153881,0.509685215746011,0.52975402056175
0.510572411766919,0.499561969972297,0.521582853561541
0.520207644608149,0.509428065349985,0.530987223866313
0.517254379834202,0.506223654256598,0.528285105411806
0.516120800702014,0.50511896162846,0.527122639775569
0.52788367071401,0.516944609850467,0.538822731577553
0.461929591404302,0.453078260797164,0.47078092201144
0.522239797552028,0.511778134910179,0.532701460193877
0.529423369833069,0.519101158784951,0.539745580881186
0.505043914389944,0.495590951967503,0.514496876812385
0.488159235348923,0.479360470097065,0.496958000600781
0.459372648486336,0.451444471728222,0.467300825244449
0.484824598318788,0.476138262941453,0.493510933696124
0.512229215468499,0.502429983551614,0.522028447385385
0.541942903566021,0.531955901708079,0.551929905423964
0.547411856412567,0.537467557628078,0.557356155197056
0.554209285812051,0.544463457697171,0.56395511392693
0.566289936396128,0.556159596677286,0.576420276114971
0.583480218889171,0.573918133125205,0.593042304653138
0.577493107740228,0.567548223528871,0.587437991951584
0.578774615313152,0.569162140981936,0.588387089644369
0.565530367495428,0.55681721112943,0.574243523861426
0.569060569942554,0.55979041916147,0.578330720723639
0.552619060077888,0.543944249975919,0.561293870179858
0.582374561545839,0.572746360946243,0.592002762145435
0.576531802361524,0.567143656195695,0.585919948527353
0.573486376862019,0.563987735671664,0.582985018052374
0.587949299002226,0.578915254997943,0.59698334300651
0.585792312344146,0.5765783241149,0.595006300573393
0.577346470998435,0.568854524021492,0.585838417975378
0.589493158887029,0.581133092297438,0.597853225476619
0.573095737293486,0.564417950570155,0.581773524016816
0.587779060540607,0.57912431301891,0.596433808062304
0.592183369419288,0.583386973235167,0.600979765603408
0.580901050003454,0.571620962526036,0.590181137480873
0.587477185437998,0.577914828035954,0.597039542840042
0.604088598396497,0.595360593538514,0.612816603254479
0.594308087643017,0.585372818374527,0.603243356911507
0.586133125905067,0.576981933547006,0.595284318263129
0.590568423735271,0.581516505557383,0.599620341913158
0.608516229011038,0.599723029179319,0.617309428842756
0.60084399014919,0.591780875852577,0.609907104445803
0.591205865645607,0.581888890769189,0.600522840522025
0.60606552428996,0.597057229562112,0.615073819017809
0.587713140419711,0.578559232073973,0.59686704876545
0.602986598844285,0.594002322940988,0.611970874747583
0.595749245662332,0.586540020476777,0.604958470847887
0.612607062151804,0.603804091142365,0.621410033161243
0.588332526120787,0.578934617998107,0.597730434243468
0.603872192808491,0.594754740081712,0.612989645535271
0.595394825251291,0.586027680993577,0.604761969509005
0.599917608502285,0.59060965220359,0.60922556480098
0.602938364035313,0.593663104313977,0.61221362375665
0.601379549089737,0.592109762377116,0.610649335802358
0.584343589580875,0.57478105313111,0.593906126030639
0.603121118821021,0.593912756464553,0.612329481177488
0.600354616448013,0.591041861514553,0.609667371381473
0.606517858463924,0.597518227371034,0.615517489556814
0.592936481709576,0.583421965076981,0.602450998342172
0.607060791719736,0.597888545186396,0.616233038253076
0.600587261657444,0.591372076627178,0.609802446687711
0.581725254370383,0.571808940096326,0.591641568644439
0.587741546110621,0.578112862844756,0.597370229376486
0.594723065212509,0.585386992919184,0.604059137505833
0.603210658105817,0.594042838471365,0.612378477740269
0.58432449692415,0.574761098566573,0.593887895281727
0.594933307042972,0.585520050023233,0.604346564062711
0.578899053720731,0.5692428262395,0.588555281201961
0.593173538952119,0.583782479970637,0.602564597933601
0.601995964825151,0.592789243246081,0.611202686404221
0.594637890847163,0.58525417642234,0.604021605271986
0.584678502941783,0.57515227409976,0.594204731783807
0.576268696888992,0.567061246380738,0.585476147397245
0.588686568307406,0.579327827003489,0.598045309611322
0.591509336001195,0.582108183804266,0.600910488198124
0.591962598196674,0.582372811364722,0.601552385028627
0.599912324980052,0.590666552638086,0.609158097322019
0.598526641410728,0.589290469877996,0.60776281294346
0.591505173479492,0.582074112349247,0.600936234609737
0.597022985545068,0.58769949978294,0.606346471307197
0.591224048794576,0.581831730517702,0.600616367071451
0.585477510301676,0.575787477848283,0.595167542755068
0.580357678593553,0.570995490862062,0.589719866325044
0.582078853536666,0.572390773707494,0.591766933365837
0.600242143016939,0.590986227103304,0.609498058930575
