2,D,rise today honor cacciottolo sworn januari presid chief engin associ chicagoland cacciottolo resid chicago bridgeport commun previous serv organ board director last year cacciottolo grew chicago archer height garfield ridg commun citi southwest side work citi chicago year retir 2008. retir cacciottolo chief oper engin chicago polic depart overse nearli build facil chicago polic depart chicago fire depart citi chicago properti current serv chief engin privat sector help overse oper build make univers illinoi medic center chicago cacciottolo proud father grown children kristin anthoni presid chief engin associ chicagoland cacciottolo lead not-for-profit fratern organ compris women leadership posit within field power engin real estat asset manag year chief engin associ chicagoland brought educ servic inform camaraderi member public chief engin magazin educ meet social gather throughout chicago area organ motto anyth done done better colleagu join congratul cacciottolo whose commit public servic dedic profess serv well role presid chief engin associ chicagoland expertis knowledg chief engin tremend benefit resourc chief engin throughout northeastern illinoi,L000563
8,D,rise today honor georg longtim restaurateur commun institut lawn illinoi last year brother angelo famou brother restaur 87th street ridgeland avenu januari recogn lawn chamber commerc busi person year embodi quintessenti american success stori 1968 year came unit state famili greec grew chicago marquett park commun land first restaur buss tabl 1974 angelo went work father bill open origin brother lawn locat restaur today ann mari casey past presid lawn chamber commerc note remark award busi person year brother lawn institut place georg treat everi custom come busi like friend famili even first-tim custom hard work persever open brother restaur hickori hill lenox homer glen chicago south suburb famili activ commun serv sponsor support mani local caus event lawn particularli passion westsid basebal leagu son bill play grow,L000563
5,D,rise today honor outstand constitu courag veteran world bruno perino perino award french legion honor medal braveri help liber franc rifleman 45th divis u.s. armi legion honor establish napoleon bonapart 1802 highest decor franc bruno perino nativ chicago chinatown neighborhood draft unit state armi young surviv countless attack german singlehandedli captur german offic soldier alsace-lorrain shortli brave captur bruno perino injur enemi fire took live half battalion bruno treat brother perino year senior field hospit quickli recov enter battlefield gener patton throughout bloodsh loss soldier friend bruno perino remain humbl devot keep faith pray daili bruno return chicago honor discharg mani decor includ three bronz star today bruno perino marri three children bless nine grandchildren great-grandchildren retir citi chicago famili friend colleagu truli bless know fine exampl faith devot colleagu join thank bruno perino outstand courag braveri servic nation wish extend heartfelt gratitud perino famili congratul made knight legion honor,L000563
14,D,rise today congratul kendal coyn compet win silver medal member u.s. women hockey team sochi 2014 winter olymp proud coyn perform olymp game honor resid palo height born palo height illinoi kendal coyn earli dedic heart soul sport love hockey three year mother tri involv figur skate kendal would part inspir older brother kevin kendal lace hockey skate play boy hockey team join u-18 nation team children would play friend sleep weekend kendal would wake parent morn could take rink practic dedic athlet full-tim student graduat carl sandburg high school orland park illinoi attend berkshir school sheffield massachusett post-gradu program graduat berkshir kendal award scholarship play women hockey northeastern univers northeastern kendal studi commun hope becom sport analyst year kendal coyn three-tim world championship medalist particip four nation cup three-tim world championship medalist two-tim hockey east first-team all-star select hockey east rooki year among mani distinct xxii olymp score goal record four assist help team reach gold medal game kendal coyn shortest member u.s. women nation team might lack height make dedic persever strength agil drive certain tradit success kendal establish continu long time come colleagu join recogn tremend accomplish kendal coyn congratul entir u.s. women hockey team win silver medal xxii winter olymp sochi,L000563
13,D,rise today honor lemont high school varsiti cheerlead squad februari squad compet 2014 ihsa medium divis cheerlead state championship u.s. cellular coliseum bloomington place divis appreci incred hard work dedic squad perform would like congratul tremend team achiev lemont high school varsiti squad compris member includ senior madison detr emili durham gianna letizia miranda neumann rebecca peraino kelsey tate gianna turek wohead junior easton kral reann kwasneski elli lambert nicol markley stephani markley kayli norri samantha palumbo jenna polk samantha walu sophomor erin cliff katelyn papierski freshman caitlyn henri squad guidanc head coach dave erlenbaugh success competit season lead isha cheerlead state championship notabl win includ place finish section winter meltdown competit lemont varsiti squad made consecut final appear ihsa state championship titl 2009 2010 2011. recent add excel competit record colleagu join recogn impress accomplish made lemont high school varsiti cheerlead squad congratul state championship,L000563
13,D,"rise today congratul mother mcauley liber art high school scienc bowl team region scienc bowl februari 2014. victori advanc school nation scienc bowl championship held washington d.c. appreci hard work dedic team member advanc knowledg scienc would like congratul tremend accomplish depart energi creat nation scienc bowl 1991 encourag student excel mathemat scienc pursu career field 225,000 student particip nation scienc bowl 23-year histori nation largest scienc competit region scienc bowl competit held evanston high school brought middl school high school scienc bowl team togeth compet answer question round robin format cover rang scienc topic includ biolog physic math astronomi earth scienc comput scienc mother mcauley team could beat paid trip washington d.c. nation compet fast-pac question-and-answ format solv technic problem answer question rang scienc topic win mother mcauley scienc bowl team illinoi advanc nation win team compris student senior tiffani anderson siobhan bennett rayn davi montana ford diana sanchez junior sarah dynia juliana magnan jessica marchetti mother mcauley liber art high school cathol educ commun sponsor sister merci commit provid qualiti secondari educ young women school open 1956 locat third congression district southwest side chicago colleagu join congratul mother mcauley scienc bowl team remark achiev wish best nation",L000563
5,D,"rise today rememb honor million american serv vietnam weekend observ vietnam veteran tribut brave american call serv nation longest difficult conflict last decad vietnam defin gener 58,000 american kill return home treat american hero recent year grate american abl asid opinion specif militari mission unwav commit courag women oper danger place around world vietnam veteran meant reaffirm respect gratitud serv nation show gener soldier immens gratitud saturday post lemont illinoi colleagu join weekend everi vietnam veteran veteran deserv",L000563
7,D,rise today congratul lomax cook select nation scienc foundat serv assist director director social behavior econom scienc cook make excel addit nation scienc foundat help promot understand peopl live support research reveal basic facet human behavior help provid answer import societ question problem cook professor northwestern univers faculti fellow institut polici research professor human develop social polici school educ social polici 1996 2012 act director institut polici research america lead center nonpartisan interdisciplinari policy-relev research research focus interrelationship public opinion public polici polit public polici american come togeth discuss polici issu dynam public support social secur social program time northwestern univers cook publish mani scholarli articl addit author co-author five book activ produc origin contribut field presid gerontolog societi america fellow center advanc studi behavior scienc visit scholar russel sage foundat colleagu join recogn tremend accomplish lomax cook congratul select serv assist director director social behavior econom scienc,L000563
5,D,rise today recogn 99th anniversari armenian genocid also known med yeghern great crime armenian descent wake world ottoman empir launch campaign terror ottoman armenian 1915 1923 forc deport displac million armenian unarm separ famili either forc concentr camp taken away execut innoc women children systemat strip possess driven syrian desert death march subject starvat sick abus amid brutal condit nearli million armenian lost live becam first genocid 20th centuri although atroc occur almost centuri imper rememb suffer endur result unrestrain human malic acknowledg truth necessari respect fellow citizen armenian descent also hope prevent heinou crime occur futur survivor genocid aliv today make preserv memori histori crime even import today call colleagu join somber remembr million armenian perish dark period histori honor strength resolv armenian commun still work deal tragedi,L000563
13,D,rise today recogn lawn commun high school drama team win state championship titl illinoi high school associ drama group interpret state final march 29th drama team springfield compet illinoi high school associ tournament lawn award first place drama final perform normal heart larri kramer cast member includ taylor lindemann leonardo quezada delamora lauren montesano danni swanberg jonathan cortez charli doria carl seibel vaughn smith josh cash riley faill student director addit first place drama final lawn took first place group interpret final perform kill monster nguyen cast member includ laura akouri erin beland kaeley clark cameron delamora paul harri valentina lopez tina maciaga joey probst emili salomon andrew waterstraat julia bugaj student director tremend achiev made possibl hard work enthusiasm student dedic guidanc coach tournament showcas tremend talent dedic foster lawn drama program colleagu join recogn outstand talent lawn commun high school drama team congratul win perform,L000563
