t2,cos_sim,t1
m10k_t7,0.080166385006909729,m15k_t25
m10k_t8,0.12768073800284524,m15k_t25
m10k_t9,0.42806472082719843,m15k_t25
m10k_t10,0.14362873709741447,m15k_t25
m15k_t11,0.098685993406454481,m15k_t25
m15k_t12,0.10837024408407912,m15k_t25
m15k_t13,0.16931915588401333,m15k_t25
m15k_t14,0.16908233704365433,m15k_t25
m15k_t15,0.090584220070584337,m15k_t25
m15k_t16,0.14199228753072604,m15k_t25
m15k_t17,0.082583594371469171,m15k_t25
m15k_t18,0.1361559536273978,m15k_t25
m15k_t19,0.10606411395225507,m15k_t25
m15k_t20,0.10822840029304698,m15k_t25
m15k_t21,0.036916124457602,m15k_t25
m15k_t22,0.011985445431771938,m15k_t25
m15k_t23,0.11036734824361276,m15k_t25
m15k_t24,0.016212873652561705,m15k_t25
m15k_t25,1.0000000000000002,m15k_t25
