"full_state","district","total_pop","agr_pop","agr_pop_perc","state","st_dist","last_name","thomas_id","id","k55","k60","k65","k70","k85","agr_speeches","agr_per_dummy"
"Pennsylvania","5",700531,8935,0.01275461043123,"PA","PA-5","Thompson","1952","T000467",0.0188679245283019,0.0188679245283019,0,0.0188679245283019,0,0.014,"low"
"Pennsylvania","6",716612,3746,0.00522737548352525,"PA","PA-6","Gerlach","1743","G000549",0,0,0,0,0,0,"low"
"Pennsylvania","7",714577,5183,0.00725324212786026,"PA","PA-7","Meehan","2052","M001181",0,0,0,0.04,0,0.01,"low"
"Pennsylvania","8",713387,2571,0.0036039344703506,"PA","PA-8","Fitzpatrick","1797","F000451",0.127272727272727,0.0363636363636364,0,0.0181818181818182,0,0.045,"low"
"Pennsylvania","9",694973,10724,0.0154308152978605,"PA","PA-9","Shuster","1681","S001154",0,0,0,0,0.0344827586206897,0,"low"
"Pennsylvania","10",696416,10844,0.0155711528741442,"PA","PA-10","Marino","2053","M001179",0,0,0,0,0,0,"low"
"Pennsylvania","11",700342,4525,0.00646112899126427,"PA","PA-11","Barletta","2054","B001269",0,0,0,0,0,0,"low"
"Pennsylvania","12",704560,4597,0.00652463949131373,"PA","PA-12","Rothfus","2158","R000598",0,0.0666666666666667,0,0,0,0.017,"low"
"Pennsylvania","13",725185,880,0.00121348345594572,"PA","PA-13","Schwartz","1798","S001162",0,0,0,0,0,0,"low"
"Pennsylvania","14",701362,2200,0.0031367539159521,"PA","PA-14","Doyle","316","D000482",0,0,0,0,0,0,"low"
"Pennsylvania","15",722560,2486,0.00344054472984942,"PA","PA-15","Dent","1799","D000604",0,0,0,0,0,0,"low"
"Pennsylvania","16",722837,11589,0.016032660198634,"PA","PA-16","Pitts","1514","P000373",0,0,0,0,0,0,"low"
"Pennsylvania","17",707062,3233,0.00457244202064317,"PA","PA-17","Cartwright","2159","C001090",0,0,0,0.0204081632653061,0,0.005,"low"
"Pennsylvania","18",712014,8699,0.0122174563983292,"PA","PA-18","Murphy","1744","M001151",0,0,0,0,0,0,"low"
"Rhode Island","1",532145,937,0.00176079827866465,"RI","RI-1","Cicilline","2055","C001084",0,0.0952380952380952,0,0,0,0.024,"low"
"Rhode Island","2",523028,2009,0.00384109454943139,"RI","RI-2","Langevin","1668","L000559",0,0,0,0,0,0,"low"
"South Carolina","1",728626,1962,0.00269273948500328,"SC","SC-1","Sanford","1012","S000051",0,0,0,0,0,0,"low"
"South Carolina","2",686952,4170,0.00607029312091675,"SC","SC-2","Wilson","1688","W000795",0,0,0,0,0,0,"low"
"South Carolina","3",666489,3357,0.00503684231847787,"SC","SC-3","Duncan","2057","D000615",0,0,0,0,0,0,"low"
"South Carolina","4",703720,1821,0.00258767691695561,"SC","SC-4","Gowdy","2058","G000566",NA,NA,NA,NA,NA,NA,"low"
"South Carolina","5",684083,2922,0.00427141151000683,"SC","SC-5","Mulvaney","2059","M001182",0,0,0,0,0,0,"low"
"South Carolina","6",673637,4183,0.00620957578042774,"SC","SC-6","Clyburn","208","C000537",0.0526315789473684,0,0,0,0,0.013,"low"
"South Carolina","7",688975,3579,0.00519467324648935,"SC","SC-7","Rice","2160","R000597",0,0,0,0,0,0,"low"
"South Dakota","1",853175,33200,0.0389134702728045,"SD","SD-at_large","Noem","2060","N000184",0,0,0,0,0,0,"low"
"Tennessee","1",713317,2743,0.00384541515202918,"TN","TN-1","Roe","1954","R000582",NA,NA,NA,NA,NA,NA,"low"
"Tennessee","2",726315,2826,0.00389087379442804,"TN","TN-2","Duncan Jr.","322","D000533",NA,NA,NA,NA,NA,NA,"low"
"Tennessee","3",716365,1901,0.00265367515163359,"TN","TN-3","Fleischmann","2061","F000459",0,0,0,0,0,0,"low"
"Tennessee","4",747195,4675,0.00625673351668574,"TN","TN-4","DesJarlais","2062","D000616",0,0,0,0.0769230769230769,0,0.019,"low"
"Tennessee","5",751222,1684,0.00224168088793992,"TN","TN-5","Cooper","231","C000754",0,0,0,0,0,0,"low"
"Tennessee","6",733467,5614,0.00765405941916951,"TN","TN-6","Black","2063","B001273",0,0,0,0,0,0,"low"
"Tennessee","7",743173,3082,0.00414708284612062,"TN","TN-7","Blackburn","1748","B001243",0,0,0,0,0,0,"low"
"Tennessee","8",710910,4825,0.00678707571985202,"TN","TN-8","Fincher","2064","F000458",0,0,0,0,0,0,"low"
"Tennessee","9",707388,974,0.0013768964132838,"TN","TN-9","Cohen","1878","C001068",0.03125,0.09375,0,0.125,0,0.062,"low"
"Texas","1",712779,17653,0.0247664423334582,"TX","TX-1","Gohmert","1801","G000552",NA,NA,NA,NA,NA,NA,"low"
"Texas","2",737492,21170,0.0287053961263309,"TX","TX-2","Poe","1802","P000592",0.166666666666667,0.166666666666667,0,0,0,0.083,"low"
"Texas","3",792608,4392,0.00554120069441641,"TX","TX-3","Johnson","603","J000174",NA,NA,NA,NA,NA,NA,"low"
"Texas","4",719372,10975,0.0152563624939531,"TX","TX-4","Hall","484","H000067",0.275,0,0,0,0,0.069,"low"
"Texas","5",734553,6448,0.00877812765042141,"TX","TX-5","Hensarling","1749","H001036",0,0,0,0,0,0,"low"
"Texas","6",737480,5743,0.00778732982589358,"TX","TX-6","Barton","62","B000213",0.333333333333333,0,0,0,0,0.083,"low"
"Texas","7",770950,22892,0.0296932356183929,"TX","TX-7","Culberson","1670","C001048",0,0,0,0,0,0,"low"
"Texas","8",767431,21031,0.0274044181170685,"TX","TX-8","Brady","1468","B000755",0.214285714285714,0,0,0,0,0.054,"low"
"Texas","9",772152,7220,0.00935049057698484,"TX","TX-9","Green","1803","G000553",NA,NA,NA,NA,NA,NA,"low"
"Texas","10",771009,15314,0.0198622843572513,"TX","TX-10","McCaul","1804","M001157",0,0,0,0,0,0,"low"
"Texas","11",741069,48818,0.0658751074461352,"TX","TX-11","Conaway","1805","C001062",0,0,0,0,0,0,"low"
"Texas","12",750952,10978,0.0146187772321001,"TX","TX-12","Granger","1487","G000377",0,0.2,0,0,0,0.05,"low"
"Texas","13",707803,26508,0.0374510986814128,"TX","TX-13","Thornberry","1155","T000238",0,0,0,0,0,0,"low"
"Texas","14",724881,8134,0.0112211521615272,"TX","TX-14","Weber","2161","W000814",0,0,0,0,0,0,"low"
"Texas","15",764850,12229,0.0159887559652219,"TX","TX-15","Hinojosa","1490","H000636",0,0,0,0,0,0,"low"
"Texas","16",735246,2224,0.00302483794539515,"TX","TX-16","O&#x27;Rourke","2162","O000170",NA,NA,NA,NA,NA,NA,"low"
"Texas","17",740151,10438,0.0141025277274502,"TX","TX-17","Flores","2065","F000461",0.181818181818182,0,0,0,0,0.045,"low"
"Texas","18",750812,10844,0.0144430296798666,"TX","TX-18","Jackson-Lee","588","J000032",NA,NA,NA,NA,NA,NA,"low"
"Texas","19",719594,27513,0.0382340597614766,"TX","TX-19","Neugebauer","1758","N000182",0,0,0,0,0,0,"low"
"Texas","20",762801,4379,0.00574068466087486,"TX","TX-20","Castro","2163","C001091",0,0,0,0,0,0,"low"
"Texas","21",766190,6608,0.00862449261932419,"TX","TX-21","Smith","1075","S000583",0,0,0,0,0,0,"low"
"Texas","22",814594,21894,0.0268771928101606,"TX","TX-22","Olson","1955","O000168",0,0.010989010989011,0,0.00549450549450549,0.010989010989011,0.004,"low"
"Texas","23",743201,22522,0.0303040496447125,"TX","TX-23","Gallego","2164","G000572",0.166666666666667,0,0,0,0,0.042,"low"
"Texas","24",759022,3309,0.00435955743048291,"TX","TX-24","Marchant","1806","M001158",0.05,0.025,0,0,0.025,0.019,"low"
"Texas","25",748022,10613,0.0141880853771681,"TX","TX-25","Williams","2165","W000816",0.333333333333333,0,0,0,0,0.083,"low"
"Texas","26",783257,4913,0.00627252613126981,"TX","TX-26","Burgess","1751","B001248",0,0,0,0,0,0,"low"
"Texas","27",726394,20101,0.0276723100686404,"TX","TX-27","Farenthold","2067","F000460",0,0.0833333333333333,0,0,0,0.021,"low"
"Texas","28",725977,13653,0.0188063809184037,"TX","TX-28","Cuellar","1807","C001063",0.2,0,0,0,0,0.05,"low"
"Texas","29",749098,4251,0.00567482492277379,"TX","TX-29","Green","462","G000410",NA,NA,NA,NA,NA,NA,"low"
"Texas","30",744247,925,0.00124286695142876,"TX","TX-30","Johnson","599","J000126",NA,NA,NA,NA,NA,NA,"low"
"Texas","31",776518,4977,0.00640938136656201,"TX","TX-31","Carter","1752","C001051",0.0285714285714286,0,0,0,0,0.007,"low"
"Texas","32",747437,4302,0.00575566903966488,"TX","TX-32","Sessions","1525","S000250",0.0416666666666667,0.0416666666666667,0,0,0.208333333333333,0.021,"low"
"Texas","33",742701,2265,0.00304967948070623,"TX","TX-33","Veasey","2166","V000131",0.0833333333333333,0.0333333333333333,0,0,0,0.029,"low"
"Texas","34",717582,15538,0.0216532744689805,"TX","TX-34","Vela","2167","V000132",0.0277777777777778,0.0555555555555556,0,0,0,0.021,"low"
"Texas","35",767436,4758,0.00619986552624584,"TX","TX-35","Doggett","303","D000399",NA,NA,NA,NA,NA,NA,"low"
"Texas","36",731297,13049,0.0178436394515498,"TX","TX-36","Stockman","1114","S000937",0,0,0,0,0,0,"low"
"Utah","1",727828,11965,0.0164393235764494,"UT","UT-1","Bishop","1753","B001250",0,0,0,0,0,0,"low"
"Utah","2",729552,6488,0.00889312893392109,"UT","UT-2","Stewart","2168","S001192",0,0,0,0,0,0,"low"
"Utah","3",721048,4258,0.00590529340626422,"UT","UT-3","Chaffetz","1956","C001076",0,0,0,0,0,0,"low"
"Utah","4",764474,4885,0.00639001457211102,"UT","UT-4","Matheson","1671","M001142",0,0,0,0,0,0,"low"
"Vermont","1",626562,8558,0.0136586642662657,"VT","VT-at_large","Welch","1879","W000800",0,0,0,0.6,0,0.15,"low"
"Virginia","1",770044,3395,0.00440883897543517,"VA","VA-1","Wittman","1886","W000804",0.08,0,0,0,0,0.02,"low"
"Virginia","2",732346,2098,0.00286476610782335,"VA","VA-2","Rigell","2068","R000589",0,0.142857142857143,0,0,0,0.036,"low"
"Virginia","3",753380,955,0.00126762058987496,"VA","VA-3","Scott","1037","S000185",0,0,0,0,0,0,"low"
"Virginia","4",746976,3225,0.00431740778820203,"VA","VA-4","Forbes","1683","F000445",NA,NA,NA,NA,NA,NA,"low"
"Virginia","5",733330,6425,0.00876140346092482,"VA","VA-5","Hurt","2069","H001060",0,0,0,0,0,0,"low"
"Virginia","6",746357,5525,0.00740262367740907,"VA","VA-6","Goodlatte","446","G000289",0,0,0,0,0,0,"low"
"Virginia","7",769995,3144,0.00408314339703505,"VA","VA-7","Cantor","1674","C001046",0,0.1,0,0,0,0.025,"low"
"Virginia","8",774065,547,0.000706659001505042,"VA","VA-8","Moran","832","M000933",0,0,0,0.0571428571428571,0,0.014,"low"
"Virginia","9",715465,10050,0.0140468087188053,"VA","VA-9","Griffith","2070","G000568",0,0,0,0,0,0,"low"
"Virginia","10",802127,1742,0.00217172592370036,"VA","VA-10","Wolf","1238","W000672",0.0285714285714286,0.0285714285714286,0,0.0285714285714286,0,0.021,"low"
"Virginia","11",782204,413,0.000527995254434904,"VA","VA-11","Connolly","1959","C001078",0.0108695652173913,0.0108695652173913,0,0,0,0.005,"low"
"Washington","1",713399,6425,0.0090061802721899,"WA","WA-1","DelBene","2096","D000617",0,0,0,0,0,0,"low"
"Washington","2",708323,4284,0.00604808823093419,"WA","WA-2","Larsen","1675","L000560",0,0,0,0,0,0,"low"
"Washington","3",697884,6830,0.00978672673395579,"WA","WA-3","Herrera Beutler","2071","H001056",0,0,0,0,0,0,"low"
"Washington","4",704219,45398,0.0644657414809882,"WA","WA-4","Hastings","512","H000329",0,0,0,0,0,0,"low"
"Washington","5",690518,6934,0.0100417367831107,"WA","WA-5","McMorris Rodgers","1809","M001159",0,0,0,0,0,0,"low"
"Washington","6",676910,5576,0.0082374318594791,"WA","WA-6","Kilmer","2169","K000381",0,0.02,0,0.02,0,0.01,"low"
"Washington","7",732733,2640,0.00360294950548153,"WA","WA-7","McDermott","766","M000404",0,0,0,0.0571428571428571,0,0.014,"low"
"Washington","8",711629,8676,0.012191745979998,"WA","WA-8","Reichert","1810","R000578",0,0,0,0,0,0,"low"
"Washington","9",711466,2118,0.00297695181498483,"WA","WA-9","Smith","1528","S000510",NA,NA,NA,NA,NA,NA,"low"
"Washington","10",714449,3598,0.00503604875925363,"WA","WA-10","Heck","2170","H001064",0,0,0,0,0,0,"low"
"West Virginia","1",616232,13253,0.0215065105349933,"WV","WV-1","McKinley","2074","M001180",0.25,0,0,0,0,0.062,"low"
"West Virginia","2",628276,8767,0.0139540584074515,"WV","WV-2","Capito","1676","C001047",0.0857142857142857,0,0,0,0,0.021,"low"
"West Virginia","3",605818,16789,0.0277129434912796,"WV","WV-3","Rahall II","940","R000011",NA,NA,NA,NA,NA,NA,"low"
"Wisconsin","1",712072,5005,0.00702878360615219,"WI","WI-1","Ryan","1560","R000570",NA,NA,NA,NA,NA,NA,"low"
"Wisconsin","2",740988,10365,0.0139880807786361,"WI","WI-2","Pocan","2171","P000607",0,0,0,0.0769230769230769,0,0.019,"low"
"Wisconsin","3",718518,14702,0.0204615611578276,"WI","WI-3","Kind","1498","K000188",0,0,0,0,0,0,"low"
"Wisconsin","4",717657,1185,0.00165120663492448,"WI","WI-4","Moore","1811","M001160",0.0740740740740741,0,0,0,0,0.019,"low"
"Wisconsin","5",722537,4391,0.00607719743071981,"WI","WI-5","Sensenbrenner","1041","S000244",0,0,0,0,0,0,"low"
"Wisconsin","6",712031,9701,0.0136244068025128,"WI","WI-6","Petri","912","P000265",0,0,0,0,0,0,"low"
"Wisconsin","7",711006,15950,0.0224330033783119,"WI","WI-7","Duffy","2072","D000614",0.0769230769230769,0,0,0,0,0.019,"low"
"Wisconsin","8",722755,11821,0.0163554731548035,"WI","WI-8","Ribble","2073","R000587",0.181818181818182,0,0,0,0,0.045,"low"
"Wyoming","1",584153,38041,0.0651216376531491,"WY","WY-at_large","Lummis","1960","L000571",0,1,0,0,0,0.25,"low"
